Terület;Nemzeti dohányboltok száma (db);Önálló vállalkozó által üzemeltetett nemzeti dohányboltok száma (db);Regisztrált korlátolt felelősségű társaságok száma (db);Regisztrált szövetkezetek száma - GFO'11 (db);Működő vállalkozások száma (vállalkozási demográfia szerint) - GFO'11, GFO'14 (db);Működő jogi személyiségű vállalkozások száma (vállalkozási demográfia szerint) - GFO\'11 (db);Működő szövetkezetek száma (vállalkozási demográfia szerint) - GFO'11, GFO'14 (db);Megszűnt vállalkozások száma - GFO'11 (db);Működő jogi személyiség nélküli vállalkozások száma (vállalkozási demográfia szerint) - GFO\'11 (db);Működő társas vállalkozások száma összesen (vállalkozási demográfia szerint) - GFO\'11, GFO\'14 (db);Regisztrált vállalkozások száma - GFO'14 (db);Regisztrált jogi személyiségű vállalkozások száma - GFO'14 (db);Regisztrált jogi személyiség nélküli társas vállalkozások száma - GFO'14 (db);Regisztrált társas vállalkozások száma - GFO'14 (db);Megszűnt vállalkozások száma - GFO'14 (db);Működő jogi személyiségű vállalkozások száma (vállalkozási demográfia szerint) - GFO\'14 (db);Működő jogi személyiség nélküli vállalkozások száma (vállalkozási demográfia szerint) - GFO\'14 (db);Regisztrált szövetkezetek száma - GFO'14 (db);Regisztrált betéti társaságok száma (db);Regisztrált önálló vállalkozók száma (db);Működő korlátolt felelősségű társaságok száma (vállalkozási demográfia szerint) (db);Működő részvénytársaságok száma (vállalkozási demográfia szerint) (db);Működő agrárgazdasági szövetkezetek száma (vállalkozási demográfia szerint) (db);Működő betéti társaságok száma (vállalkozási demográfia szerint) (db);Működő közkereseti társaságok száma (vállalkozási demográfia szerint) (db);Működő egyéni vállalkozók száma (vállalkozási demográfia szerint) (db);Regisztrált nonprofit gazdasági társaságok száma - GFO'14 (db);Regisztrált részvénytársaságok száma (db);Regisztrált közkereseti társaságok száma (db);Regisztrált agrárgazdasági szövetkezetek száma (db);Regisztrált főfoglalkozású önálló vállalkozók száma (db);Regisztrált mellékfoglalkozású önálló vállalkozók száma (db);Regisztrált nyugdíjas önálló vállalkozók száma (db);Regisztrált egyéni vállalkozók száma (db);Regisztrált főfoglalkozású egyéni vállalkozók száma (db);Regisztrált mellékfoglalkozású egyéni vállalkozók száma (db);Regisztrált nyugdíjas egyéni vállalkozók száma (db);Regisztrált őstermelők száma 2022-ig (db);Regisztrált vállalkozások száma - GFO'11 (db);Regisztrált jogi személyiségű vállalkozások száma - GFO'11 (db);Regisztrált jogi személyiség nélküli társas vállalkozások száma - GFO'11 (db);Regisztrált társas vállalkozások száma - GFO'11 (db);Működő főfoglalkozású egyéni vállalkozók száma (vállalkozási demográfia szerint) (db);Működő mellékfoglalkozású egyéni vállalkozók száma (vállalkozási demográfia szerint) (db);Működő nyugdíjas egyéni vállalkozók száma (vállalkozási demográfia szerint) (db);Regisztrált őstermelők száma (db);Működő önálló vállalkozók száma (vállalkozási demográfia szerint, gazdasági egység szinten) (db);Működő főfoglalkozású önálló vállalkozók száma (vállalkozási demográfia szerint, gazdasági egység szinten) (db);Működő mellékfoglalkozású önálló vállalkozók száma (vállalkozási demográfia szerint, gazdasági egység szinten) (db);Működő nyugdíjas önálló vállalkozók száma (vállalkozási demográfia szerint, gazdasági egység szinten) (db);Működő vállalkozások száma nonprofit gazdasági társaságokkal együtt (vállalkozási demográfia szerint) - GFO\'14 (db);Működő jogi személyiségű vállalkozások száma nonprofit gazdasági társaságokkal együtt (vállalkozási demográfia szerint) - GFO\'14 (db);Működő nonprofit korlátolt felelősségű  társaságok száma (vállalkozási demográfia szerint) (db);Működő nonprofit gazdasági társaságok száma (vállalkozási demográfia szerint) (db);Működő önálló vállalkozók száma (vállalkozási demográfia szerint) (db);Működő vállalkozások száma egyéb szervezetekkel együtt (vállalkozási demográfia szerint, gazdasági egység szinten) - GFO\'14 (db);Működő korlátolt felelősségű társaságok száma (vállalkozási demográfia szerint, gazdasági egység szinten) (db);Működő részvénytársaságok száma (vállalkozási demográfia szerint, gazdasági egység szinten) (db);Működő szövetkezetek száma (vállalkozási demográfia szerint, gazdasági egység szinten) - GFO\'14 (db);Működő egyéb társas vállalkozások száma (vállalkozási demográfia szerint, gazdasági egység szinten) - GFO\'14 (db);Működő közkereseti társaságok száma (vállalkozási demográfia szerint, gazdasági egység szinten) (db);Működő betéti társaságok száma (vállalkozási demográfia szerint, gazdasági egység szinten) (db);Működő társas vállalkozások száma összesen (vállalkozási demográfia szerint, gazdasági egység szinten) - GFO\'14 (db);Működő egyéb szervezetek száma (vállalkozási demográfia szerint, gazdasági egység szinten) (db);Regisztrált gazdasági szervezetek száma - GFO'11 (db);Regisztrált költségvetési szervek és költségvetési rend szerint gazdálkodó szervek (db);Regisztrált nonprofit és egyéb nem nyereségérdekelt szervezetek száma - GFO\'11, GFO\'14 (db);Regisztrált gazdasági szervezetek száma - GFO'14 (db);Statisztikai nagyrégió;Borvidékek, 2019;Agglomeráción belüli települések besorolása, 2003;Agglomeráció típusa, 2003;Járások;Megyék - általános területi beosztás;Agglomerációk, 2003;Települések jogállása - összevont verzió, 1994;Kedvezményezett települések  kódjának nómenklatúrája;Borrégiók, 2019;Kedvezményezett járások kódjának nómenklatúrája;Turisztikai régiók;Települések;Tervezési statisztikai régiók;Világörökségi helyszín védőövezete;Az EU NUTS rendszere 2016;Szabad vállalkozási zónák;Területfejlesztési szempontból kiemelt térségek;Települések megyeszékhely jellege, 1991;Járási székhely;Települések lakónépesség-nagyságkategóriái;Települések jogállása - bővített verzió, 2005;Nemzeti parkok
Görgeteg;1;;6;;;;;;;;131;13;;13;4;;;;4;118;;;;;;;;;;;41;54;23;18;11;7;;43;;;;;;;;;18;11;7;;;;;;;32;7;;;3;;4;14;;;3;11;145;2 - Dunántúl;9993 - A település nem tartozik borvidékbe - Dunántúl;9 - Településegyüttesbe nem tartozó település;9 - Településegyüttesbe nem tartozó települések;145 - Nagyatádi járás;14 - Somogy vármegye;999 - Településegyüttesbe nem tartozó települések;4 - Község;3 - Társadalmi-gazdasági és infrastrukturális szempontból kedvezményezett és a j...;9 - Nem tartozik borrégióhoz;2 - Fejlesztendő járások;08 - Dél-Dunántúli Régió;1459 - Görgeteg;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;1 - Szabad vállakozási zóna;9 - Nem tartozik területfejlesztési szempontból kiemelt térséghez;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;03 - 1000 - 1999;42 - Község;99 - Nem tartozik nemzeti parkhoz
Gyékényes;1;;16;;;;;;;;242;26;;26;14;;;1;7;216;;;;;;;;1;;;65;95;56;35;20;12;3;105;;;;;;;;;38;22;13;3;;;;;;56;10;1;1;;;6;18;;;5;14;261;2 - Dunántúl;9993 - A település nem tartozik borvidékbe - Dunántúl;9 - Településegyüttesbe nem tartozó település;9 - Településegyüttesbe nem tartozó települések;141 - Csurgói járás;14 - Somogy vármegye;999 - Településegyüttesbe nem tartozó települések;4 - Község;9 - Nem kedvezményezett település;9 - Nem tartozik borrégióhoz;3 - Komplex programmal fejlesztendő járások;08 - Dél-Dunántúli Régió;3096 - Gyékényes;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;1 - Szabad vállakozási zóna;9 - Nem tartozik területfejlesztési szempontból kiemelt térséghez;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;02 - 500 - 999;42 - Község;04 - Duna-Dráva Nemzeti Park
Gyugy;;;3;;;;;;;;60;6;;6;3;;;1;2;54;;;;;;;;;;;20;26;8;8;5;3;;24;;;;;;;;;10;7;3;;;;;;;15;3;;1;;;1;5;;;1;3;65;2 - Dunántúl;2600 - Balatonboglári borvidék;9 - Településegyüttesbe nem tartozó település;9 - Településegyüttesbe nem tartozó települések;142 - Fonyódi járás;14 - Somogy vármegye;999 - Településegyüttesbe nem tartozó települések;4 - Község;1 - Társadalmi-gazdasági és infrastrukturális szempontból kedvezményezett telepü...;9 - Nem tartozik borrégióhoz;1 - Kedvezményezett járások;07 - Balatoni Régió;2390 - Gyugy;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;1 - Szabad vállakozási zóna;1 - Balaton Fejlesztési Tanács működési területe;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;01 - 499;42 - Község;99 - Nem tartozik nemzeti parkhoz
Hács;1;;8;;;;;;;;45;9;;9;3;;;;1;36;;;;;;;;;;;18;16;2;9;7;2;;19;;;;;;;;;11;8;3;;;;;;;19;7;;;;;1;8;;;2;3;51;2 - Dunántúl;9993 - A település nem tartozik borvidékbe - Dunántúl;9 - Településegyüttesbe nem tartozó település;9 - Településegyüttesbe nem tartozó települések;142 - Fonyódi járás;14 - Somogy vármegye;999 - Településegyüttesbe nem tartozó települések;4 - Község;3 - Társadalmi-gazdasági és infrastrukturális szempontból kedvezményezett és a j...;9 - Nem tartozik borrégióhoz;1 - Kedvezményezett járások;07 - Balatoni Régió;1863 - Hács;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;1 - Szabad vállakozási zóna;1 - Balaton Fejlesztési Tanács működési területe;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;01 - 499;42 - Község;99 - Nem tartozik nemzeti parkhoz
Hajmás;;;5;;;;;;;;22;6;;6;1;;;1;;16;;;;;;;;;;;9;6;1;7;4;3;;2;;;;;;;;;6;4;2;;;;;;;10;4;;;;;;4;;;1;2;25;2 - Dunántúl;9993 - A település nem tartozik borvidékbe - Dunántúl;9 - Településegyüttesbe nem tartozó település;9 - Településegyüttesbe nem tartozó települések;143 - Kaposvári járás;14 - Somogy vármegye;999 - Településegyüttesbe nem tartozó települések;4 - Község;3 - Társadalmi-gazdasági és infrastrukturális szempontból kedvezményezett és a j...;9 - Nem tartozik borrégióhoz;1 - Kedvezményezett járások;08 - Dél-Dunántúli Régió;2583 - Hajmás;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;9 - Nem szabad vállakozási zóna;9 - Nem tartozik területfejlesztési szempontból kiemelt térséghez;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;01 - 499;42 - Község;99 - Nem tartozik nemzeti parkhoz
Háromfa;1;;6;;;;;;;;77;6;;6;7;;;;;71;;;;;;;;;;;24;32;15;17;10;6;1;24;;;;;;;;;18;12;5;1;;;;;;22;4;;;;;;4;;;3;7;87;2 - Dunántúl;9993 - A település nem tartozik borvidékbe - Dunántúl;9 - Településegyüttesbe nem tartozó település;9 - Településegyüttesbe nem tartozó települések;145 - Nagyatádi járás;14 - Somogy vármegye;999 - Településegyüttesbe nem tartozó települések;4 - Község;3 - Társadalmi-gazdasági és infrastrukturális szempontból kedvezményezett és a j...;9 - Nem tartozik borrégióhoz;2 - Fejlesztendő járások;08 - Dél-Dunántúli Régió;0883 - Háromfa;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;1 - Szabad vállakozási zóna;9 - Nem tartozik területfejlesztési szempontból kiemelt térséghez;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;02 - 500 - 999;42 - Község;99 - Nem tartozik nemzeti parkhoz
Hedrehely;1;1;8;;;;;;;;38;8;;8;2;;;;;30;;;;;;;;;;;12;14;4;4;3;1;;17;;;;;;;;;4;3;1;;;;;;;11;7;;;;;;7;;;1;7;47;2 - Dunántúl;9993 - A település nem tartozik borvidékbe - Dunántúl;9 - Településegyüttesbe nem tartozó település;9 - Településegyüttesbe nem tartozó települések;143 - Kaposvári járás;14 - Somogy vármegye;999 - Településegyüttesbe nem tartozó települések;4 - Község;3 - Társadalmi-gazdasági és infrastrukturális szempontból kedvezményezett és a j...;9 - Nem tartozik borrégióhoz;1 - Kedvezményezett járások;08 - Dél-Dunántúli Régió;1672 - Hedrehely;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;1 - Szabad vállakozási zóna;9 - Nem tartozik területfejlesztési szempontból kiemelt térséghez;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;01 - 499;42 - Község;99 - Nem tartozik nemzeti parkhoz
Hencse;1;1;7;;;;;;;;44;8;;8;7;;;1;;36;;;;;;;;;;;21;12;3;14;12;1;1;14;;;;;;;;;15;13;1;1;;;;;;19;3;;1;;;;4;;;2;5;51;2 - Dunántúl;9993 - A település nem tartozik borvidékbe - Dunántúl;9 - Településegyüttesbe nem tartozó település;9 - Településegyüttesbe nem tartozó települések;143 - Kaposvári járás;14 - Somogy vármegye;999 - Településegyüttesbe nem tartozó települések;4 - Község;3 - Társadalmi-gazdasági és infrastrukturális szempontból kedvezményezett és a j...;9 - Nem tartozik borrégióhoz;1 - Kedvezményezett járások;08 - Dél-Dunántúli Régió;0994 - Hencse;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;1 - Szabad vállakozási zóna;9 - Nem tartozik területfejlesztési szempontból kiemelt térséghez;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;01 - 499;42 - Község;99 - Nem tartozik nemzeti parkhoz
Heresznye;1;;;;;;;;;;29;;;;2;;;;;29;;;;;;;;;;;4;22;3;6;2;4;;8;;;;;;;;;6;2;4;;;;;;;6;;;;;;;;;;3;1;33;2 - Dunántúl;9993 - A település nem tartozik borvidékbe - Dunántúl;9 - Településegyüttesbe nem tartozó település;9 - Településegyüttesbe nem tartozó települések;140 - Barcsi járás;14 - Somogy vármegye;999 - Településegyüttesbe nem tartozó települések;4 - Község;3 - Társadalmi-gazdasági és infrastrukturális szempontból kedvezményezett és a j...;9 - Nem tartozik borrégióhoz;3 - Komplex programmal fejlesztendő járások;08 - Dél-Dunántúli Régió;2484 - Heresznye;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;1 - Szabad vállakozási zóna;9 - Nem tartozik területfejlesztési szempontból kiemelt térséghez;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;01 - 499;42 - Község;04 - Duna-Dráva Nemzeti Park
Hetes;1;;20;;;;;;;;211;28;1;29;19;;;1;6;182;;;;;;;;;;1;43;101;38;49;24;22;3;68;;;;;;;;;54;28;23;3;;;;;;77;17;;1;;;5;23;;;4;10;226;2 - Dunántúl;9993 - A település nem tartozik borvidékbe - Dunántúl;3 - Egyéb település;3 - Nagyvárosi településegyüttes;143 - Kaposvári járás;14 - Somogy vármegye;303 - Kaposvári nagyvárosi településegyüttes;4 - Község;9 - Nem kedvezményezett település;9 - Nem tartozik borrégióhoz;1 - Kedvezményezett járások;08 - Dél-Dunántúli Régió;0992 - Hetes;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;9 - Nem szabad vállakozási zóna;9 - Nem tartozik területfejlesztési szempontból kiemelt térséghez;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;03 - 1000 - 1999;42 - Község;99 - Nem tartozik nemzeti parkhoz
Hollád;;;1;;;;;;;;35;2;;2;;;;;1;33;;;;;;;;;;;13;12;8;6;5;1;;12;;;;;;;;;6;5;1;;;;;;;6;;;;;;;;;;1;1;37;2 - Dunántúl;2600 - Balatonboglári borvidék;9 - Településegyüttesbe nem tartozó település;9 - Településegyüttesbe nem tartozó települések;144 - Marcali járás;14 - Somogy vármegye;999 - Településegyüttesbe nem tartozó települések;4 - Község;3 - Társadalmi-gazdasági és infrastrukturális szempontból kedvezményezett és a j...;9 - Nem tartozik borrégióhoz;1 - Kedvezményezett járások;07 - Balatoni Régió;0621 - Hollád;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;9 - Nem szabad vállakozási zóna;1 - Balaton Fejlesztési Tanács működési területe;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;01 - 499;42 - Község;99 - Nem tartozik nemzeti parkhoz
Homokszentgyörgy;1;1;8;;;;;;;;155;10;;10;11;;;;2;145;;;;;;;;;;;55;67;23;38;25;12;1;68;;;;;;;;;37;23;12;2;;;;;;46;7;;;;;2;9;;;2;7;164;2 - Dunántúl;9993 - A település nem tartozik borvidékbe - Dunántúl;9 - Településegyüttesbe nem tartozó település;9 - Településegyüttesbe nem tartozó települések;140 - Barcsi járás;14 - Somogy vármegye;999 - Településegyüttesbe nem tartozó települések;4 - Község;3 - Társadalmi-gazdasági és infrastrukturális szempontból kedvezményezett és a j...;9 - Nem tartozik borrégióhoz;3 - Komplex programmal fejlesztendő járások;08 - Dél-Dunántúli Régió;1915 - Homokszentgyörgy;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;1 - Szabad vállakozási zóna;9 - Nem tartozik területfejlesztési szempontból kiemelt térséghez;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;02 - 500 - 999;42 - Község;99 - Nem tartozik nemzeti parkhoz
Hosszúvíz;;;2;;;;;;;;15;2;;2;;;;;;13;;;;;;;;;;;6;5;2;9;5;4;;2;;;;;;;;;9;5;4;;;;;;;10;1;;;;;;1;;;1;1;17;2 - Dunántúl;9993 - A település nem tartozik borvidékbe - Dunántúl;9 - Településegyüttesbe nem tartozó település;9 - Településegyüttesbe nem tartozó települések;144 - Marcali járás;14 - Somogy vármegye;999 - Településegyüttesbe nem tartozó települések;4 - Község;9 - Nem kedvezményezett település;9 - Nem tartozik borrégióhoz;1 - Kedvezményezett járások;08 - Dél-Dunántúli Régió;3077 - Hosszúvíz;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;9 - Nem szabad vállakozási zóna;9 - Nem tartozik területfejlesztési szempontból kiemelt térséghez;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;01 - 499;42 - Község;99 - Nem tartozik nemzeti parkhoz
Igal;1;1;31;;;;;;;;253;44;1;45;16;;;;13;208;;;;;;;;;;;79;90;39;73;48;19;6;50;;;;;;;;;68;44;18;6;;;;;;109;28;;;;;13;41;;;9;9;274;2 - Dunántúl;9993 - A település nem tartozik borvidékbe - Dunántúl;9 - Településegyüttesbe nem tartozó település;9 - Településegyüttesbe nem tartozó települések;143 - Kaposvári járás;14 - Somogy vármegye;999 - Településegyüttesbe nem tartozó települések;3 - Város;9 - Nem kedvezményezett település;9 - Nem tartozik borrégióhoz;1 - Kedvezményezett járások;08 - Dél-Dunántúli Régió;1119 - Igal;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;9 - Nem szabad vállakozási zóna;9 - Nem tartozik területfejlesztési szempontból kiemelt térséghez;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;03 - 1000 - 1999;30 - Város;99 - Nem tartozik nemzeti parkhoz
Iharos;1;;2;;;;;;;;99;4;;4;7;;;;2;95;;;;;;;;;;;30;39;26;14;10;4;;55;;;;;;;;;14;10;4;;;;;;;15;;;;;;1;1;;;2;4;109;2 - Dunántúl;9993 - A település nem tartozik borvidékbe - Dunántúl;9 - Településegyüttesbe nem tartozó település;9 - Településegyüttesbe nem tartozó települések;141 - Csurgói járás;14 - Somogy vármegye;999 - Településegyüttesbe nem tartozó települések;4 - Község;3 - Társadalmi-gazdasági és infrastrukturális szempontból kedvezményezett és a j...;9 - Nem tartozik borrégióhoz;3 - Komplex programmal fejlesztendő járások;08 - Dél-Dunántúli Régió;1961 - Iharos;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;1 - Szabad vállakozási zóna;9 - Nem tartozik területfejlesztési szempontból kiemelt térséghez;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;01 - 499;42 - Község;99 - Nem tartozik nemzeti parkhoz
Iharosberény;1;;16;;;;;;;;240;20;;20;9;;;2;1;220;;;;;;;;;;;53;124;43;27;16;11;;104;;;;;;;;;25;14;11;;;;;;;42;14;;1;1;;1;17;;;5;10;255;2 - Dunántúl;9993 - A település nem tartozik borvidékbe - Dunántúl;9 - Településegyüttesbe nem tartozó település;9 - Településegyüttesbe nem tartozó települések;141 - Csurgói járás;14 - Somogy vármegye;999 - Településegyüttesbe nem tartozó települések;4 - Község;3 - Társadalmi-gazdasági és infrastrukturális szempontból kedvezményezett és a j...;9 - Nem tartozik borrégióhoz;3 - Komplex programmal fejlesztendő járások;08 - Dél-Dunántúli Régió;2778 - Iharosberény;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;1 - Szabad vállakozási zóna;9 - Nem tartozik területfejlesztési szempontból kiemelt térséghez;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;03 - 1000 - 1999;42 - Község;99 - Nem tartozik nemzeti parkhoz
Inke;1;1;9;;;;;;;;189;13;;13;12;;;;3;176;;;;;;;;;;;60;81;35;32;24;7;1;80;;;;;;;;;33;25;7;1;;;;;;43;8;;;;;2;10;;;5;11;206;2 - Dunántúl;9993 - A település nem tartozik borvidékbe - Dunántúl;9 - Településegyüttesbe nem tartozó település;9 - Településegyüttesbe nem tartozó települések;141 - Csurgói járás;14 - Somogy vármegye;999 - Településegyüttesbe nem tartozó települések;4 - Község;3 - Társadalmi-gazdasági és infrastrukturális szempontból kedvezményezett és a j...;9 - Nem tartozik borrégióhoz;3 - Komplex programmal fejlesztendő járások;08 - Dél-Dunántúli Régió;2630 - Inke;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;1 - Szabad vállakozási zóna;9 - Nem tartozik területfejlesztési szempontból kiemelt térséghez;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;03 - 1000 - 1999;42 - Község;99 - Nem tartozik nemzeti parkhoz
Istvándi;1;;6;;;;;;;;25;6;;6;5;;;;;19;;;;;;;;;;;9;6;4;2;1;1;;8;;;;;;;;;4;2;2;;;;;;;8;4;;;;;;4;;;2;2;29;2 - Dunántúl;9993 - A település nem tartozik borvidékbe - Dunántúl;9 - Településegyüttesbe nem tartozó település;9 - Településegyüttesbe nem tartozó települések;140 - Barcsi járás;14 - Somogy vármegye;999 - Településegyüttesbe nem tartozó települések;4 - Község;3 - Társadalmi-gazdasági és infrastrukturális szempontból kedvezményezett és a j...;9 - Nem tartozik borrégióhoz;3 - Komplex programmal fejlesztendő járások;08 - Dél-Dunántúli Régió;2133 - Istvándi;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;1 - Szabad vállakozási zóna;9 - Nem tartozik területfejlesztési szempontból kiemelt térséghez;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;02 - 500 - 999;42 - Község;04 - Duna-Dráva Nemzeti Park
Jákó;;;1;;;;;;;;57;3;;3;1;;;1;;54;;;;;;;;;;1;29;18;7;12;11;1;;28;;;;;;;;;12;11;1;;;;;;;14;1;;1;;;;2;;;3;3;63;2 - Dunántúl;9993 - A település nem tartozik borvidékbe - Dunántúl;9 - Településegyüttesbe nem tartozó település;9 - Településegyüttesbe nem tartozó települések;143 - Kaposvári járás;14 - Somogy vármegye;999 - Településegyüttesbe nem tartozó települések;4 - Község;3 - Társadalmi-gazdasági és infrastrukturális szempontból kedvezményezett és a j...;9 - Nem tartozik borrégióhoz;1 - Kedvezményezett járások;08 - Dél-Dunántúli Régió;1592 - Jákó;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;1 - Szabad vállakozási zóna;9 - Nem tartozik területfejlesztési szempontból kiemelt térséghez;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;02 - 500 - 999;42 - Község;99 - Nem tartozik nemzeti parkhoz
Juta;1;;27;;;;;;;;233;40;;40;23;;;;13;193;;;;;;;;;;;69;92;32;79;42;31;6;56;;;;;;;;;84;43;35;6;;;;;;119;22;;;;;13;35;;;2;17;253;2 - Dunántúl;9993 - A település nem tartozik borvidékbe - Dunántúl;3 - Egyéb település;3 - Nagyvárosi településegyüttes;143 - Kaposvári járás;14 - Somogy vármegye;303 - Kaposvári nagyvárosi településegyüttes;4 - Község;9 - Nem kedvezményezett település;9 - Nem tartozik borrégióhoz;1 - Kedvezményezett járások;08 - Dél-Dunántúli Régió;1727 - Juta;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;9 - Nem szabad vállakozási zóna;9 - Nem tartozik területfejlesztési szempontból kiemelt térséghez;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;03 - 1000 - 1999;42 - Község;99 - Nem tartozik nemzeti parkhoz
Kadarkút;2;2;45;;;;;;;;379;57;;57;27;;;1;7;322;;;;;;;2;1;;;122;135;65;78;55;23;;126;;;;;;;;;78;58;20;;;;;;;122;36;1;;2;;5;44;;;9;20;410;2 - Dunántúl;9993 - A település nem tartozik borvidékbe - Dunántúl;9 - Településegyüttesbe nem tartozó település;9 - Településegyüttesbe nem tartozó települések;143 - Kaposvári járás;14 - Somogy vármegye;999 - Településegyüttesbe nem tartozó települések;3 - Város;3 - Társadalmi-gazdasági és infrastrukturális szempontból kedvezményezett és a j...;9 - Nem tartozik borrégióhoz;1 - Kedvezményezett járások;08 - Dél-Dunántúli Régió;2645 - Kadarkút;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;1 - Szabad vállakozási zóna;9 - Nem tartozik területfejlesztési szempontból kiemelt térséghez;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;04 - 2000 - 4999;30 - Város;99 - Nem tartozik nemzeti parkhoz
Kálmáncsa;1;1;8;;;;;;;;78;10;;10;3;;;;;68;;;;;;;;;;;17;26;25;13;9;4;;27;;;;;;;;;12;8;4;;;;;;;17;5;;;;;;5;;;2;7;87;2 - Dunántúl;9993 - A település nem tartozik borvidékbe - Dunántúl;9 - Településegyüttesbe nem tartozó település;9 - Településegyüttesbe nem tartozó települések;140 - Barcsi járás;14 - Somogy vármegye;999 - Településegyüttesbe nem tartozó települések;4 - Község;3 - Társadalmi-gazdasági és infrastrukturális szempontból kedvezményezett és a j...;9 - Nem tartozik borrégióhoz;3 - Komplex programmal fejlesztendő járások;08 - Dél-Dunántúli Régió;0610 - Kálmáncsa;40 - Dél-Dunántúl (Baranya, Somogy, Tolna);99 - Nem világörökségi helyszín védőövezete;HU232 - Somogy;1 - Szabad vállakozási zóna;9 - Nem tartozik területfejlesztési szempontból kiemelt térséghez;2 - Nem megyeszékhely;0 - Nem székhelytelepülés;02 - 500 - 999;42 - Község;99 - Nem tartozik nemzeti parkhoz
